name,label,phcf
46696335-ccb7-43d8-b3c6-22e14c540ebb,КПКНПЦЕНТРАЛЬНА ЛІКАРНЯКСР,1244544d-22fb-457c-9704-333cd9c4a977
bce630c7-9856-4bf4-ad03-c793ecfac60d,АЗПСМ с-ще Кегичівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
033016d3-1af9-486b-b0f9-33405b6b68e6,АЗПСМ с-ще Слобожанське,135709a8-5b48-4ed6-b75b-390beb15b0d5
320b099c-a60a-4ea4-8210-3a6663eaa327,АЗПСМ с. Андріївка,135709a8-5b48-4ed6-b75b-390beb15b0d5
9535dec8-d59a-44fc-8fc4-7d777dab55b8,ФАП с. Бесарабівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
60aa13f5-9dcf-4d3b-bdd5-02c23f7804d5,ФАП с. Високе,135709a8-5b48-4ed6-b75b-390beb15b0d5
7fc41aa8-b9a4-409d-bb1f-84babcd2a08f,ФАП с. Власівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
f0e3adb7-274b-406f-85a9-a92380dc3c7f,ФАП с. Вовківка,135709a8-5b48-4ed6-b75b-390beb15b0d5
c7439cc1-550a-4a7e-a9c7-a6348576d849,ФАП с. Козацьке,135709a8-5b48-4ed6-b75b-390beb15b0d5
d5ede11d-d9da-47b5-894e-ec2c23380c25,ФАП с. Медведівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
a6103d96-223e-4dba-9ba6-5e7ecdbe64d1,ФАП с. Олександрівське,135709a8-5b48-4ed6-b75b-390beb15b0d5
ed3394f8-7cb2-4afe-b487-8b52a0618b9b,ФАП с. Павлівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
a5c56ac1-7547-48e3-931f-50207c17bd70,ФАП с. Парасковія,135709a8-5b48-4ed6-b75b-390beb15b0d5
1fe4d38f-413c-46a8-95c1-e26cccc0014b,ФАП с. Рояківка,135709a8-5b48-4ed6-b75b-390beb15b0d5
e521aa1a-d3ee-441c-8370-92bc566201a8,ФАП с.Калюжине,135709a8-5b48-4ed6-b75b-390beb15b0d5
eb072499-b82e-4b76-9751-0da18dfb838e,ФАП с.Красне,135709a8-5b48-4ed6-b75b-390beb15b0d5
f36316bb-af04-4939-b755-200bfbc57d14,ФАП с.Крутоярівка,135709a8-5b48-4ed6-b75b-390beb15b0d5
cd675bac-2c29-4008-a9e9-78cee7213748,ФАП с.Лозова,135709a8-5b48-4ed6-b75b-390beb15b0d5
e1a3ad57-78e8-4932-9d97-63432fcc5ca2,ФАП с.Мажарка,135709a8-5b48-4ed6-b75b-390beb15b0d5
650e39fa-b523-40a6-836b-8466dc1685f8,ФАП с.Нова Парафіївка,135709a8-5b48-4ed6-b75b-390beb15b0d5
3010d464-c00c-4669-acef-a0b60be997e2,КНП ММР ЦПМСД№3 СА №1,13bea6e1-489e-4157-9784-47c438367cd0
