legal_entity_edrpou,legal_entity_name,residence_settlement_koatuu,residence_settlement_upd,Count of division_id,ent_num,ent_name,entity_num_id,entity_id,admin1,admin2,admin3,admin4,section,bnfc_group.bnfc_grp,Status
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522481303,БРУСЛИНІВ,1,3747246004,"[БРУСЛИНІВ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246004),"HCF (3747246004) - [БРУСЛИНІВ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Bruslyniv - Бруслинів - UA0502013007,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522481305,НОВОСЕЛИЦЯ,1,3747246005,"[НОВОСЕЛИЦЯ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246005),"HCF (3747246005) - [НОВОСЕЛИЦЯ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Novoselytsia - Новоселиця - UA0502013027,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522481601,ГОРБІВЦІ,1,3747246006,"[ГОРБІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246006),"HCF (3747246006) - [ГОРБІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Horbivtsi - Горбівці - UA0502013013,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522481803,КУСИКІВЦІ,1,3747246007,"[КУСИКІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246007),"HCF (3747246007) - [КУСИКІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Kusykivtsi - Кусиківці - UA0502013022,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522482601,ДЯКІВЦІ,1,3747246008,"[ДЯКІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246008),"HCF (3747246008) - [ДЯКІВЦІ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Diakivtsi - Дяківці - UA0502013016,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522483201,ІВЧА,1,3747246009,"[ІВЧА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246009),"HCF (3747246009) - [ІВЧА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Ivcha - Івча - UA0502013018,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522483202,ТРИБУХИ,1,3747246010,"[ТРИБУХИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246010),"HCF (3747246010) - [ТРИБУХИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Trybukhy - Трибухи - UA0502013034,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522483601,КУЛИГА,1,3747246011,"[КУЛИГА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246011),"HCF (3747246011) - [КУЛИГА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Kulyha - Кулига - UA0502013021,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522484601,МАЛИНІВКА,1,3747246012,"[МАЛИНІВКА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246012),"HCF (3747246012) - [МАЛИНІВКА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Malynivka - Малинівка - UA0502013025,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522484602,БАЛИН,1,3747246013,"[БАЛИН] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246013),"HCF (3747246013) - [БАЛИН] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Balyn - Балин - UA0502013004,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522485801,ОСОЛИНКА,1,3747246014,"[ОСОЛИНКА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246014),"HCF (3747246014) - [ОСОЛИНКА] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Osolynka - Осолинка - UA0502013028,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522486201,СЕЛИЩЕ,1,3747246015,"[СЕЛИЩЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246015),"HCF (3747246015) - [СЕЛИЩЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Selyshche - Селище - UA0502013031,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522486202,САДОВЕ,1,3747246016,"[САДОВЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246016),"HCF (3747246016) - [САДОВЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Sadove - Садове - UA0502013030,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522486401,СОСНИ,1,3747246017,"[СОСНИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246017),"HCF (3747246017) - [СОСНИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Sosny - Сосни - UA0502013033,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522486403,ГОРОДИЩЕ,1,3747246018,"[ГОРОДИЩЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246018),"HCF (3747246018) - [ГОРОДИЩЕ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Horodyshche - Городище - UA0502013014,Health,Healthcare Facility,Active
37472460,"КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",522486404,ЛІТИНСЬКІ ХУТОРИ,1,3747246019,"[ЛІТИНСЬКІ ХУТОРИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",HCF (3747246019),"HCF (3747246019) - [ЛІТИНСЬКІ ХУТОРИ] КНП ""Літинський центр первинної медико-санітарної допомоги"" Літинської селищної ради",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Litynska - Літинська - UA0502013,Litynski Khutory - Літинські Хутори - UA0502013024,Health,Healthcare Facility,Active
37476884,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДИЧНА ЛАБОРАТОРІЯ СІМЕСТА""",5110100000,ОДЕСА,1,3747688401,"[ОДЕСА] ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДИЧНА ЛАБОРАТОРІЯ СІМЕСТА""",HCF (3747688401),"HCF (3747688401) - [ОДЕСА] ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДИЧНА ЛАБОРАТОРІЯ СІМЕСТА""",Odeska - Одеська - UA51,Odeskyi - Одеський - UA5110,Odeska - Одеська - UA5110027,Odesa - Одеса - UA5110027001,Health,Healthcare Facility,Active
37478567,"КНП ""ЧЕРКАСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ""",7110100000,ЧЕРКАСИ,1,3747856701,"[ЧЕРКАСИ] КНП ""ЧЕРКАСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (3747856701),"HCF (3747856701) - [ЧЕРКАСИ] КНП ""ЧЕРКАСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ""",Cherkaska - Черкаська - UA71,Cherkaskyi - Черкаський - UA7108,Cherkaska - Черкаська - UA7108049,Cherkasy - Черкаси - UA7108049001,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",510100000,ВІННИЦЯ,1,3748968901,"[ВІННИЦЯ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968901),"HCF (3748968901) - [ВІННИЦЯ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Vinnytska - Вінницька - UA0502003,Vinnytsia - Вінниця - UA0502003001,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520680203,АГРОНОМІЧНЕ,2,3748968902,"[АГРОНОМІЧНЕ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968902),"HCF (3748968902) - [АГРОНОМІЧНЕ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Ahronomichna - Агрономічна - UA0502001,Ahronomichne - Агрономічне - UA0502001001,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520680503,БОХОНИКИ,1,3748968903,"[БОХОНИКИ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968903),"HCF (3748968903) - [БОХОНИКИ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Ahronomichna - Агрономічна - UA0502001,Bokhonyky - Бохоники - UA0502001002,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520683803,МЕДВЕЖЕ ВУШКО,1,3748968904,"[МЕДВЕЖЕ ВУШКО] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968904),"HCF (3748968904) - [МЕДВЕЖЕ ВУШКО] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Ahronomichna - Агрономічна - UA0502001,Medvezhe Vushko - Медвеже Вушко - UA0502001005,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520684203,НЕКРАСОВЕ,1,3748968905,"[НЕКРАСОВЕ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968905),"HCF (3748968905) - [НЕКРАСОВЕ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Yuzvyn - Юзвин - UA0502031012,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520685501,ПУЛТІВЦІ,1,3748968906,"[ПУЛТІВЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968906),"HCF (3748968906) - [ПУЛТІВЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Pultivtsi - Пултівці - UA0502031013,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520688203,ШИРОКА ГРЕБЛЯ,1,3748968907,"[ШИРОКА ГРЕБЛЯ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968907),"HCF (3748968907) - [ШИРОКА ГРЕБЛЯ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Shyroka Hreblia - Широка Гребля - UA0502031016,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520688901,ЯКУШИНЦІ,1,3748968908,"[ЯКУШИНЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968908),"HCF (3748968908) - [ЯКУШИНЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Yakushyntsi - Якушинці - UA0502031001,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",520688906,ЗАРВАНЦІ,1,3748968909,"[ЗАРВАНЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968909),"HCF (3748968909) - [ЗАРВАНЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Zarvantsi - Зарванці - UA0502031003,Health,Healthcare Facility,Active
37489689,"КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",522482201,ДАШКІВЦІ,1,3748968910,"[ДАШКІВЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",HCF (3748968910),"HCF (3748968910) - [ДАШКІВЦІ] КНП ""ЯКУШИНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЯКУШИНЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Yakushynetska - Якушинецька - UA0502031,Dashkivtsi - Дашківці - UA0502031002,Health,Healthcare Facility,Active
37513810,"ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",520410100,БЕРШАДЬ,1,3751381001,"[БЕРШАДЬ] ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",HCF (3751381001),"HCF (3751381001) - [БЕРШАДЬ] ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",Vinnytska - Вінницька - UA05,Haisynskyi - Гайсинський - UA0504,Bershadska - Бершадська - UA0504001,Bershad - Бершадь - UA0504001001,Health,Healthcare Facility,Active
37513810,"ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",3521110100,ГАЙВОРОН,1,3751381002,"[ГАЙВОРОН] ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",HCF (3751381002),"HCF (3751381002) - [ГАЙВОРОН] ТОВ ""БЕРШАДСЬКА ЦЕНТРАЛЬНА АПТЕКА""",Kirovohradska - Кіровоградська - UA35,Holovanivskyi - Голованівський - UA3502,Haivoronska - Гайворонська - UA3502005,Haivoron - Гайворон - UA3502005001,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1210100000,ДНІПРО,2,3752215501,"[ДНІПРО] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215501),"HCF (3752215501) - [ДНІПРО] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Dnipropetrovska - Дніпропетровська - UA12,Dniprovskyi - Дніпровський - UA1202,Dniprovska - Дніпровська - UA1202001,Dnipro - Дніпро - UA1202001001,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1411200000,ТОРЕЦЬК,6,3752215502,"[ТОРЕЦЬК] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215502),"HCF (3752215502) - [ТОРЕЦЬК] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Donetska - Донецька - UA14,Bakhmutskyi - Бахмутський - UA1402,Toretska - Торецька - UA1402011,Toretsk - Торецьк - UA1402011001,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1411245300,ПІВНІЧНЕ,1,3752215503,"[ПІВНІЧНЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215503),"HCF (3752215503) - [ПІВНІЧНЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Donetska - Донецька - UA14,Bakhmutskyi - Бахмутський - UA1402,Toretska - Торецька - UA1402011,Pivnichne - Північне - UA1402011008,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1411246500,НОВГОРОДСЬКЕ,2,3752215504,"[НОВГОРОДСЬКЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215504),"HCF (3752215504) - [НОВГОРОДСЬКЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Donetska - Донецька - UA14,Bakhmutskyi - Бахмутський - UA1402,Toretska - Торецька - UA1402011,Niu-York - Нью-Йорк - UA1402011005,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1411247200,ЩЕРБИНІВКА,2,3752215505,"[ЩЕРБИНІВКА] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215505),"HCF (3752215505) - [ЩЕРБИНІВКА] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Donetska - Донецька - UA14,Bakhmutskyi - Бахмутський - UA1402,Toretska - Торецька - UA1402011,Shcherbynivka - Щербинівка - UA1402011009,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",1411270300,ЗАЛІЗНЕ,1,3752215506,"[ЗАЛІЗНЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215506),"HCF (3752215506) - [ЗАЛІЗНЕ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Donetska - Донецька - UA14,Bakhmutskyi - Бахмутський - UA1402,Toretska - Торецька - UA1402011,Zalizne - Залізне - UA1402011002,Health,Healthcare Facility,Active
37522155,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",3222486201,СОФІЇВСЬКА БОРЩАГІВКА,2,3752215507,"[СОФІЇВСЬКА БОРЩАГІВКА] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",HCF (3752215507),"HCF (3752215507) - [СОФІЇВСЬКА БОРЩАГІВКА] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МІСТА ТОРЕЦЬКА",Kyivska - Київська - UA32,Buchanskyi - Бучанський - UA3208,Borshchahivska - Борщагівська - UA3208005,Sofiivska Borshchahivka - Софіївська Борщагівка - UA3208005002,Health,Healthcare Facility,Active
