legal_entity_edrpou,legal_entity_name,residence_settlement_koatuu,residence_settlement_upd,Count of division_id,ent_num,ent_name,entity_num_id,entity_id,admin1,admin2,admin3,admin4,section,bnfc_group.bnfc_grp,Status
01280527,"КНП ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",1210100000,ДНІПРО,2,0128052701,"[ДНІПРО] КНП ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",HCF (0128052701),"HCF (0128052701) - [ДНІПРО] КНП ""МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",Dnipropetrovska - Дніпропетровська - UA12,Dniprovskyi - Дніпровський - UA1202,Dniprovska - Дніпровська - UA1202001,Dnipro - Дніпро - UA1202001001,Health,Healthcare Facility,Active
01280800,"КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",1221884713,НОВОМАЙСЬКЕ,1,0128080001,"[НОВОМАЙСЬКЕ] КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",HCF (0128080001),"HCF (0128080001) - [НОВОМАЙСЬКЕ] КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",Dnipropetrovska - Дніпропетровська - UA12,Kryvorizkyi - Криворізький - UA1206,Novopilska - Новопільська - UA1206025,Novomaiske - Новомайське - UA1206025025,Health,Healthcare Facility,Active
01280800,"КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",1225855100,ШИРОКЕ,1,0128080002,"[ШИРОКЕ] КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",HCF (0128080002),"HCF (0128080002) - [ШИРОКЕ] КП ""КРИВОРІЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ""",Dnipropetrovska - Дніпропетровська - UA12,Kryvorizkyi - Криворізький - UA1206,Shyrokivska - Широківська - UA1206029,Shyroke - Широке - UA1206029001,Health,Healthcare Facility,Active
01280970,"КНП ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""",8000000000,КИЇВ,9,0128097001,"[КИЇВ] КНП ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""",HCF (0128097001),"HCF (0128097001) - [КИЇВ] КНП ""КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ДАРНИЦЬКОГО РАЙОНУ М. КИЄВА""",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01526394,"КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",1810100000,ЖИТОМИР,3,0152639401,"[ЖИТОМИР] КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",HCF (0152639401),"HCF (0152639401) - [ЖИТОМИР] КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",Zhytomyrska - Житомирська - UA18,Zhytomyrskyi - Житомирський - UA1804,Zhytomyrska - Житомирська - UA1804019,Zhytomyr - Житомир - UA1804019001,Health,Healthcare Facility,Active
01526394,"КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",1822082501,ЗАРІЧАНИ,1,0152639402,"[ЗАРІЧАНИ] КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",HCF (0152639402),"HCF (0152639402) - [ЗАРІЧАНИ] КНП ""ОБЛАСНИЙ МЕДИЧНИЙ СПЕЦІАЛІЗОВАНИЙ ЦЕНТР"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ",Zhytomyrska - Житомирська - UA18,Zhytomyrskyi - Житомирський - UA1804,Stanyshivska - Станишівська - UA1804049,Zarichany - Зарічани - UA1804049005,Health,Healthcare Facility,Active
01529205,"КНП ""УЗИНСЬКА МІСЬКА ЛІКАРНЯ"" УЗИНСЬКОЇ МІСЬКОЇ РАДИ",3220410500,УЗИН,2,0152920501,"[УЗИН] КНП ""УЗИНСЬКА МІСЬКА ЛІКАРНЯ"" УЗИНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0152920501),"HCF (0152920501) - [УЗИН] КНП ""УЗИНСЬКА МІСЬКА ЛІКАРНЯ"" УЗИНСЬКОЇ МІСЬКОЇ РАДИ",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Uzynska - Узинська - UA3202023,Uzyn - Узин - UA3202023001,Health,Healthcare Facility,Active
01896702,НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,1211000000,КРИВИЙ РІГ,1,0189670201,[КРИВИЙ РІГ] НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,HCF (0189670201),HCF (0189670201) - [КРИВИЙ РІГ] НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,Dnipropetrovska - Дніпропетровська - UA12,Kryvorizkyi - Криворізький - UA1206,Kryvorizka - Криворізька - UA1206017,Kryvyi Rih - Кривий Ріг - UA1206017001,Health,Healthcare Facility,Active
01896702,НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,8000000000,КИЇВ,3,0189670202,[КИЇВ] НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,HCF (0189670202),HCF (0189670202) - [КИЇВ] НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01896866,ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ  МЕДИЧНИЙ УНІВЕРСИТЕТ,6310100000,ХАРКІВ,5,0189686601,[ХАРКІВ] ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ,HCF (0189686601),HCF (0189686601) - [ХАРКІВ] ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ,Kharkivska - Харківська - UA63,Kharkivskyi - Харківський - UA6312,Kharkivska - Харківська - UA6312027,Kharkiv - Харків - UA6312027001,Health,Healthcare Facility,Active
01897908,"ДУ ""ІНСТИТУТ ГЕРОНТОЛОГІЇ ІМЕНІ Д.Ф.ЧЕБОТАРЬОВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ МЕДИЧНИХ НАУК УКРАЇНИ""",8000000000,КИЇВ,2,0189790801,"[КИЇВ] ДУ ""ІНСТИТУТ ГЕРОНТОЛОГІЇ ІМЕНІ Д.Ф.ЧЕБОТАРЬОВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ МЕДИЧНИХ НАУК УКРАЇНИ""",HCF (0189790801),"HCF (0189790801) - [КИЇВ] ДУ ""ІНСТИТУТ ГЕРОНТОЛОГІЇ ІМЕНІ Д.Ф.ЧЕБОТАРЬОВА НАЦІОНАЛЬНОЇ АКАДЕМІЇ МЕДИЧНИХ НАУК УКРАЇНИ""",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01981224,"КНП ""ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ПРОТИПУХЛИННИЙ ЦЕНТР"" ХМЕЛЬНИЦЬКОЇ ОБЛАСНОЇ РАДИ",6810100000,ХМЕЛЬНИЦЬКИЙ,1,0198122401,"[ХМЕЛЬНИЦЬКИЙ] КНП ""ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ПРОТИПУХЛИННИЙ ЦЕНТР"" ХМЕЛЬНИЦЬКОЇ ОБЛАСНОЇ РАДИ",HCF (0198122401),"HCF (0198122401) - [ХМЕЛЬНИЦЬКИЙ] КНП ""ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ ПРОТИПУХЛИННИЙ ЦЕНТР"" ХМЕЛЬНИЦЬКОЇ ОБЛАСНОЇ РАДИ",Khmelnytska - Хмельницька - UA68,Khmelnytskyi - Хмельницький - UA6804,Khmelnytska - Хмельницька - UA6804047,Khmelnytskyi - Хмельницький - UA6804047001,Health,Healthcare Facility,Active
01981460,"КНП ""ПУТИВЛЬСЬКА МІСЬКА ЛІКАРНЯ"" ПУТИВЛЬСЬКОЇ МІСЬКОЇ РАДИ",5923810100,ПУТИВЛЬ,2,0198146001,"[ПУТИВЛЬ] КНП ""ПУТИВЛЬСЬКА МІСЬКА ЛІКАРНЯ"" ПУТИВЛЬСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198146001),"HCF (0198146001) - [ПУТИВЛЬ] КНП ""ПУТИВЛЬСЬКА МІСЬКА ЛІКАРНЯ"" ПУТИВЛЬСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Konotopskyi - Конотопський - UA5902,Putyvlska - Путивльська - UA5902015,Putyvl - Путивль - UA5902015001,Health,Healthcare Facility,Active
01981477,"КНП ""РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ "" РОМЕНСЬКОЇ МІСЬКОЇ РАДИ",5910700000,РОМНИ,3,0198147701,"[РОМНИ] КНП ""РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ "" РОМЕНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198147701),"HCF (0198147701) - [РОМНИ] КНП ""РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ "" РОМЕНСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Romenskyi - Роменський - UA5906,Romenska - Роменська - UA5906011,Romny - Ромни - UA5906011001,Health,Healthcare Facility,Active
01981483,"КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",5924410100,СЕРЕДИНА-БУДА,3,0198148301,"[СЕРЕДИНА-БУДА] КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198148301),"HCF (0198148301) - [СЕРЕДИНА-БУДА] КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Shostkynskyi - Шосткинський - UA5910,Seredyno-Budska - Середино-Будська - UA5910013,Seredyna-Buda - Середина-Буда - UA5910013001,Health,Healthcare Facility,Active
01981483,"КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",5924484801,ПИГАРІВКА,1,0198148302,"[ПИГАРІВКА] КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198148302),"HCF (0198148302) - [ПИГАРІВКА] КНП ""СЕРЕДИНО-БУДСЬКА МІСЬКА ЛІКАРНЯ"" СЕРЕДИНО-БУДСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Shostkynskyi - Шосткинський - UA5910,Seredyno-Budska - Середино-Будська - UA5910013,Pyharivka - Пигарівка - UA5910013017,Health,Healthcare Facility,Active
01981498,"КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",5910100000,СУМИ,4,0198149801,"[СУМИ] КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198149801),"HCF (0198149801) - [СУМИ] КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Sumskyi - Сумський - UA5908,Sumska - Сумська - UA5908027,Sumy - Суми - UA5908027001,Health,Healthcare Facility,Active
01981498,"КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",5924787101,СТЕЦЬКІВКА,2,0198149802,"[СТЕЦЬКІВКА] КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198149802),"HCF (0198149802) - [СТЕЦЬКІВКА] КНП ""КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА"" СУМСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Sumskyi - Сумський - UA5908,Sumska - Сумська - UA5908027,Stetskivka - Стецьківка - UA5908027018,Health,Healthcare Facility,Active
01981508,"КНП ""ТРОСТЯНЕЦЬКА МІСЬКА ЛІКАРНЯ"" ТРОСТЯНЕЦЬКОЇ МІСЬКОЇ РАДИ",5925010100,ТРОСТЯНЕЦЬ,1,0198150801,"[ТРОСТЯНЕЦЬ] КНП ""ТРОСТЯНЕЦЬКА МІСЬКА ЛІКАРНЯ"" ТРОСТЯНЕЦЬКОЇ МІСЬКОЇ РАДИ",HCF (0198150801),"HCF (0198150801) - [ТРОСТЯНЕЦЬ] КНП ""ТРОСТЯНЕЦЬКА МІСЬКА ЛІКАРНЯ"" ТРОСТЯНЕЦЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Okhtyrskyi - Охтирський - UA5904,Trostianetska - Тростянецька - UA5904013,Trostianets - Тростянець - UA5904013001,Health,Healthcare Facility,Active
01981514,"КНП ""ШОСТКИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ШОСТКИНСЬКОЇ МІСЬКОЇ РАДИ",5911000000,ШОСТКА,10,0198151401,"[ШОСТКА] КНП ""ШОСТКИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ШОСТКИНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0198151401),"HCF (0198151401) - [ШОСТКА] КНП ""ШОСТКИНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ШОСТКИНСЬКОЇ МІСЬКОЇ РАДИ",Sumska - Сумська - UA59,Shostkynskyi - Шосткинський - UA5910,Shostkynska - Шосткинська - UA5910017,Shostka - Шостка - UA5910017001,Health,Healthcare Facility,Active
01981520,"КНП ""ЯМПІЛЬСЬКА ЛІКАРНЯ"" ЯМПІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ",5925655100,ЯМПІЛЬ,2,0198152001,"[ЯМПІЛЬ] КНП ""ЯМПІЛЬСЬКА ЛІКАРНЯ"" ЯМПІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (0198152001),"HCF (0198152001) - [ЯМПІЛЬ] КНП ""ЯМПІЛЬСЬКА ЛІКАРНЯ"" ЯМПІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ",Sumska - Сумська - UA59,Shostkynskyi - Шосткинський - UA5910,Yampilska - Ямпільська - UA5910019,Yampil - Ямпіль - UA5910019001,Health,Healthcare Facility,Active
01981566,"КНП ""ПЕЧЕРСЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",524385201,ПЕЧЕРА,1,0198156601,"[ПЕЧЕРА] КНП ""ПЕЧЕРСЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0198156601),"HCF (0198156601) - [ПЕЧЕРА] КНП ""ПЕЧЕРСЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",Vinnytska - Вінницька - UA05,Tulchynskyi - Тульчинський - UA0510,Shpykivska - Шпиківська - UA0510017,Pechera - Печера - UA0510017012,Health,Healthcare Facility,Active
01981655,"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ""РУСАНІВКА"" ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""",8000000000,КИЇВ,3,0198165501,"[КИЇВ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ""РУСАНІВКА"" ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""",HCF (0198165501),"HCF (0198165501) - [КИЇВ] КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ""РУСАНІВКА"" ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01981715,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""САНАТОРІЙ ""КОНЧА-ЗАСПА""",8000000000,КИЇВ,1,0198171501,"[КИЇВ] ДЕРЖАВНЕ ПІДПРИЄМСТВО ""САНАТОРІЙ ""КОНЧА-ЗАСПА""",HCF (0198171501),"HCF (0198171501) - [КИЇВ] ДЕРЖАВНЕ ПІДПРИЄМСТВО ""САНАТОРІЙ ""КОНЧА-ЗАСПА""",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01981738,"КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",8000000000,КИЇВ,5,0198173801,"[КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",HCF (0198173801),"HCF (0198173801) - [КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №1"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01981767,"ДЕРЖАВНИЙ ЗАКЛАД ""ПОЛІКЛІНІКА №2"" ДЕРЖАВНОГО УПРАВЛІННЯ СПРАВАМИ",8000000000,КИЇВ,1,0198176701,"[КИЇВ] ДЕРЖАВНИЙ ЗАКЛАД ""ПОЛІКЛІНІКА №2"" ДЕРЖАВНОГО УПРАВЛІННЯ СПРАВАМИ",HCF (0198176701),"HCF (0198176701) - [КИЇВ] ДЕРЖАВНИЙ ЗАКЛАД ""ПОЛІКЛІНІКА №2"" ДЕРЖАВНОГО УПРАВЛІННЯ СПРАВАМИ",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
01982212,"КНП ""ЧОРНОМОРСЬКА ЛІКАРНЯ"" ЧОРНОМОРСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ",5110800000,ЧОРНОМОРСЬК,4,0198221201,"[ЧОРНОМОРСЬК] КНП ""ЧОРНОМОРСЬКА ЛІКАРНЯ"" ЧОРНОМОРСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ",HCF (0198221201),"HCF (0198221201) - [ЧОРНОМОРСЬК] КНП ""ЧОРНОМОРСЬКА ЛІКАРНЯ"" ЧОРНОМОРСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ",Odeska - Одеська - UA51,Odeskyi - Одеський - UA5110,Chornomorska - Чорноморська - UA5110037,Chornomorsk - Чорноморськ - UA5110037001,Health,Healthcare Facility,Active
01982264,"КНП ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ПСИХОНЕВРОЛОГІЧНА ЛІКАРНЯ ІМ. АКАД. О.І. ЮЩЕНКА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",510100000,ВІННИЦЯ,1,0198226401,"[ВІННИЦЯ] КНП ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ПСИХОНЕВРОЛОГІЧНА ЛІКАРНЯ ІМ. АКАД. О.І. ЮЩЕНКА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0198226401),"HCF (0198226401) - [ВІННИЦЯ] КНП ""ВІННИЦЬКА ОБЛАСНА КЛІНІЧНА ПСИХОНЕВРОЛОГІЧНА ЛІКАРНЯ ІМ. АКАД. О.І. ЮЩЕНКА ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Vinnytska - Вінницька - UA0502003,Vinnytsia - Вінниця - UA0502003001,Health,Healthcare Facility,Active
01982270,"КНП ""ВІННИЦЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ РЕАБІЛІТАЦІЙНИЙ ЦЕНТР ВЕТЕРАНІВ ВІЙНИ ТА РАДІАЦІЙНОГО ЗАХИСТУ НАСЕЛЕННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",510100000,ВІННИЦЯ,1,0198227001,"[ВІННИЦЯ] КНП ""ВІННИЦЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ РЕАБІЛІТАЦІЙНИЙ ЦЕНТР ВЕТЕРАНІВ ВІЙНИ ТА РАДІАЦІЙНОГО ЗАХИСТУ НАСЕЛЕННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0198227001),"HCF (0198227001) - [ВІННИЦЯ] КНП ""ВІННИЦЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ РЕАБІЛІТАЦІЙНИЙ ЦЕНТР ВЕТЕРАНІВ ВІЙНИ ТА РАДІАЦІЙНОГО ЗАХИСТУ НАСЕЛЕННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",Vinnytska - Вінницька - UA05,Vinnytskyi - Вінницький - UA0502,Vinnytska - Вінницька - UA0502003,Vinnytsia - Вінниця - UA0502003001,Health,Healthcare Facility,Active
01982442,"КНП ""ХМІЛЬНИЦЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",510900000,ХМІЛЬНИК,1,0198244201,"[ХМІЛЬНИК] КНП ""ХМІЛЬНИЦЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0198244201),"HCF (0198244201) - [ХМІЛЬНИК] КНП ""ХМІЛЬНИЦЬКА ОБЛАСНА ЛІКАРНЯ ВІДНОВНОГО ЛІКУВАННЯ ВІННИЦЬКОЇ ОБЛАСНОЇ РАДИ""",Vinnytska - Вінницька - UA05,Khmilnytskyi - Хмільницький - UA0512,Khmilnytska - Хмільницька - UA0512017,Khmilnyk - Хмільник - UA0512017001,Health,Healthcare Facility,Active
